movie,year,imdb,metascore,votes,certificate,showtime(mins),genre,summary
The Lobster,(2015),7.1,82,162459,R,119,"Comedy, Drama, Romance            ","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.            "
Jupiter Ascending,(2015),5.3,40,162267,PG-13,127,"Action, Adventure, Sci-Fi            ",A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.            
Straight Outta Compton,(2015),7.9,72,160213,R,147,"Biography, Drama, History            ","The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.            "
Ted 2,(2015),6.3,48,158131,R,115,Comedy            ,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.            "
Tomorrowland,(2015),6.5,60,157660,PG,130,"Action, Adventure, Family            ","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.            "
Black Mass,(2015),6.9,68,151546,R,123,"Biography, Crime, Drama            ","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.            "
The Witch,(2015),6.8,83,141265,R,92,"Horror, Mystery            ","A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.            "
The Danish Girl,(2015),7.1,66,137966,R,119,"Biography, Drama, History            ",A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.            
Fantastic Four,(2015),4.3,27,136017,PG-13,100,"Action, Adventure, Sci-Fi            ",Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.            
Cinderella,(I) (2015),6.9,67,135416,PG,105,"Drama, Family, Fantasy            ","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.            "
Steve Jobs,(2015),7.2,82,134185,R,122,"Biography, Drama            ","Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.            "
The Age of Adaline,(2015),7.2,51,132205,PG-13,112,"Drama, Fantasy, Romance            ","A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.            "
Legend,(I) (2015),7.0,55,131686,R,132,"Biography, Crime, Drama            ",Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.            
Deadpool,(2016),8.0,65,775159,R,108,"Action, Adventure, Comedy            ",A fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge.            
Batman v Superman: Dawn of Justice,(2016),6.5,44,551776,PG-13,151,"Action, Adventure, Fantasy            ","Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.            "
Captain America: Civil War,(2016),7.8,75,531659,PG-13,147,"Action, Adventure, Sci-Fi            ",Political involvement in the Avengers' activities causes a rift between Captain America and Iron Man.            
Suicide Squad,(2016),6.1,40,502052,PG-13,123,"Action, Adventure, Fantasy            ",A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.            
Arrival,(II) (2016),7.9,81,478871,PG-13,116,"Drama, Mystery, Sci-Fi            ",A linguist is recruited by the military to communicate with alien lifeforms after twelve mysterious spacecrafts land around the world.            
Doctor Strange,(2016),7.5,72,459206,PG-13,115,"Action, Adventure, Fantasy            ","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.            "
Rogue One: A Star Wars Story,(2016),7.8,65,449081,PG-13,133,"Action, Adventure, Sci-Fi            ",The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.            
La La Land,(I) (2016),8.1,93,402693,PG-13,128,"Comedy, Drama, Music            ","While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.            "
Zootopia,(2016),8.0,78,360215,PG,108,"Animation, Adventure, Comedy            ","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.            "
Hacksaw Ridge,(2016),8.1,71,341248,R,139,"Biography, Drama, History            ","World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.            "
X-Men: Apocalypse,(2016),7.0,52,334523,PG-13,144,"Action, Adventure, Sci-Fi            ","After the re-emergence of the world's first mutant, the world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.            "
Fantastic Beasts and Where to Find Them,(2016),7.3,66,327343,PG-13,133,"Adventure, Family, Fantasy            ",The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.            
Split,(IX) (2016),7.3,62,294328,PG-13,117,"Horror, Thriller            ",Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.            
Passengers,(I) (2016),7.0,41,289467,PG-13,116,"Drama, Romance, Sci-Fi            ","A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.            "
10 Cloverfield Lane,(2016),7.2,76,248930,PG-13,103,"Drama, Horror, Mystery            ","After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.            "
The Jungle Book,(2016),7.4,77,231742,PG,106,"Adventure, Drama, Family            ","After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.            "
The Nice Guys,(2016),7.4,70,226590,R,116,"Action, Comedy, Crime            ","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.            "
The Accountant,(2016),7.4,51,221305,R,128,"Action, Crime, Drama            ","As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.            "
Warcraft: The Beginning,(2016),6.9,32,218282,PG-13,123,"Action, Adventure, Fantasy            ","As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.            "
Moonlight,(I) (2016),7.4,99,208524,R,111,Drama            ,"A chronicle of the childhood, adolescence and burgeoning adulthood of a young, African-American, gay man growing up in a rough neighborhood of Miami.            "
Moana,(I) (2016),7.6,81,207147,PG,107,"Animation, Adventure, Comedy            ","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.            "
